Symbol,Name,Sector,industry
JRJC,China Finance Online Co. Limited,Finance,Investment Bankers/Brokers/Service
JRVR,"James River Group Holdings, Ltd.",Finance,Property-Casualty Insurers
JSM,Navient Corporation,Finance,Finance: Consumer Services
JSYN,Jensyn Acquistion Corp.,Finance,Business Services
JSYNR,Jensyn Acquistion Corp.,Finance,Business Services
JSYNU,Jensyn Acquistion Corp.,Finance,Business Services
JSYNW,Jensyn Acquistion Corp.,Finance,Business Services
JTPY,JetPay Corporation,Finance,Business Services
JXSB,Jacksonville Bancorp Inc.,Finance,Savings Institutions
KFFB,Kentucky First Federal Bancorp,Finance,Savings Institutions
KINS,"Kingstone Companies, Inc",Finance,Property-Casualty Insurers
KNSL,"Kinsale Capital Group, Inc.",Finance,Property-Casualty Insurers
KRNY,Kearny Financial,Finance,Savings Institutions
LARK,Landmark Bancorp Inc.,Finance,Major Banks
LBAI,"Lakeland Bancorp, Inc.",Finance,Major Banks
LCA,"Landcadia Holdings, Inc.",Finance,Business Services
LCAHU,"Landcadia Holdings, Inc.",Finance,Business Services
LCAHW,"Landcadia Holdings, Inc.",Finance,Business Services
LCNB,LCNB Corporation,Finance,Major Banks
LION,Fidelity Southern Corporation,Finance,Major Banks
LKFN,Lakeland Financial Corporation,Finance,Major Banks
LMFA,"LM Funding America, Inc.",Finance,Finance: Consumer Services
LMFAW,"LM Funding America, Inc.",Finance,Finance: Consumer Services
LOB,"Live Oak Bancshares, Inc.",Finance,Major Banks
LPLA,LPL Financial Holdings Inc.,Finance,Investment Bankers/Brokers/Service
LSBK,"Lake Shore Bancorp, Inc.",Finance,Savings Institutions
LTXB,"LegacyTexas Financial Group, Inc.",Finance,Savings Institutions
MACQ,"M I Acquisitions, Inc.",Finance,Business Services
MACQW,"M I Acquisitions, Inc.",Finance,Business Services
MBCN,Middlefield Banc Corp.,Finance,Major Banks
MBFI,MB Financial Inc.,Finance,Major Banks
MBFIP,MB Financial Inc.,Finance,Major Banks
MBRG,Middleburg Financial Corporation,Finance,Major Banks
MBTF,M B T Financial Corp,Finance,Major Banks
MBVT,"Merchants Bancshares, Inc.",Finance,Major Banks
MBWM,Mercantile Bank Corporation,Finance,Major Banks
MCBC,Macatawa Bank Corporation,Finance,Major Banks
MELR,"Melrose Bancorp, Inc.",Finance,Major Banks
MFIN,Medallion Financial Corp.,Finance,Finance: Consumer Services
MFINL,Medallion Financial Corp.,Finance,Finance: Consumer Services
MFNC,Mackinac Financial Corporation,Finance,Major Banks
MFSF,MutualFirst Financial Inc.,Finance,Major Banks
MGYR,"Magyar Bancorp, Inc.",Finance,Savings Institutions
MHLD,"Maiden Holdings, Ltd.",Finance,Property-Casualty Insurers
MIII,M III Acquisition Corp.,Finance,Business Services
MIIIU,M III Acquisition Corp.,Finance,Business Services
MIIIW,M III Acquisition Corp.,Finance,Business Services
MKTX,"MarketAxess Holdings, Inc.",Finance,Investment Bankers/Brokers/Service
MLVF,"Malvern Bancorp, Inc.",Finance,Banks
MMAC,"MMA Capital Management, LLC",Finance,Real Estate
MOFG,"MidWestOne Financial Group, Inc.",Finance,Major Banks
MORN,"Morningstar, Inc.",Finance,Investment Managers
MPB,Mid Penn Bancorp,Finance,Major Banks
MRLN,Marlin Business Services Corp.,Finance,Major Banks
MSBF,MSB Financial Corp.,Finance,Savings Institutions
MSBI,"Midland States Bancorp, Inc.",Finance,Major Banks
MSFG,"MainSource Financial Group, Inc.",Finance,Major Banks
NAVG,"The Navigators Group, Inc.",Finance,Property-Casualty Insurers
NAVI,Navient Corporation,Finance,Investment Bankers/Brokers/Service
NBN,Northeast Bancorp,Finance,Major Banks
NBTB,NBT Bancorp Inc.,Finance,Major Banks
NCBS,Nicolet Bankshares Inc.,Finance,Major Banks
NCOM,National Commerce Corporation,Finance,Major Banks
NDAQ,"Nasdaq, Inc.",Finance,Investment Bankers/Brokers/Service
NEWS,"NewStar Financial, Inc.",Finance,Finance: Consumer Services
NFBK,"Northfield Bancorp, Inc.",Finance,Savings Institutions
NGHC,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCN,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCO,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCP,National General Holdings Corp,Finance,Property-Casualty Insurers
NGHCZ,National General Holdings Corp,Finance,Property-Casualty Insurers
NHLD,National Holdings Corporation,Finance,Investment Bankers/Brokers/Service
NHLDW,National Holdings Corporation,Finance,Investment Bankers/Brokers/Service
NICK,"Nicholas Financial, Inc.",Finance,Finance Companies
NKSH,"National Bankshares, Inc.",Finance,Major Banks
NMIH,NMI Holdings Inc,Finance,Property-Casualty Insurers
NRIM,Northrim BanCorp Inc,Finance,Savings Institutions
NSEC,"National Security Group, Inc.",Finance,Life Insurance
NTRS,Northern Trust Corporation,Finance,Major Banks
NTRSP,Northern Trust Corporation,Finance,Major Banks
NWBI,"Northwest Bancshares, Inc.",Finance,Major Banks
NWFL,Norwood Financial Corp.,Finance,Major Banks
NWLI,"National Western Life Group, Inc.",Finance,Life Insurance
NYMTP,"New York Mortgage Trust, Inc.",Finance,Finance: Consumer Services
OACQ,Origo Acquisition Corporation,Finance,Business Services
OACQR,Origo Acquisition Corporation,Finance,Business Services
OACQU,Origo Acquisition Corporation,Finance,Business Services
OACQW,Origo Acquisition Corporation,Finance,Business Services
OBAS,Optibase Ltd.,Finance,Real Estate
OCFC,OceanFirst Financial Corp.,Finance,Savings Institutions
OFED,Oconee Federal Financial Corp.,Finance,Savings Institutions
OKSB,"Southwest Bancorp, Inc.",Finance,Major Banks
OLBK,"Old Line Bancshares, Inc.",Finance,Major Banks
ONB,Old National Bancorp,Finance,Major Banks
OPHC,"OptimumBank Holdings, Inc.",Finance,Major Banks
OPOF,Old Point Financial Corporation,Finance,Major Banks
ORIT,Oritani Financial Corp.,Finance,Major Banks
ORRF,Orrstown Financial Services Inc,Finance,Major Banks
OSBC,"Old Second Bancorp, Inc.",Finance,Major Banks
OSBCP,"Old Second Bancorp, Inc.",Finance,Major Banks
OSM,Navient Corporation,Finance,Finance: Consumer Services
OTTW,"Ottawa Bancorp, Inc.",Finance,Savings Institutions
OVBC,Ohio Valley Banc Corp.,Finance,Major Banks
OVLY,Oak Valley Bancorp (CA),Finance,Major Banks
OXBR,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers
OXBRW,Oxbridge Re Holdings Limited,Finance,Property-Casualty Insurers
OZRK,Bank of the Ozarks,Finance,Major Banks
PAAC,Pacific Special Acquisition Corp.,Finance,Business Services
PAACR,Pacific Special Acquisition Corp.,Finance,Business Services
PAACU,Pacific Special Acquisition Corp.,Finance,Business Services
PAACW,Pacific Special Acquisition Corp.,Finance,Business Services
PACE,Pace Holdings Corp.,Finance,Business Services
PACEU,Pace Holdings Corp.,Finance,Business Services
PACEW,Pace Holdings Corp.,Finance,Business Services
PACW,PacWest Bancorp,Finance,Major Banks
PBBI,"PB Bancorp, Inc.",Finance,Savings Institutions
PBCT,"People&#39;s United Financial, Inc.",Finance,Savings Institutions
PBCTP,"People&#39;s United Financial, Inc.",Finance,Savings Institutions
PBHC,"Pathfinder Bancorp, Inc.",Finance,Major Banks
PBIB,"Porter Bancorp, Inc.",Finance,Major Banks
PBIP,"Prudential Bancorp, Inc.",Finance,Banks
PBNC,Paragon Commercial Corporation,Finance,Major Banks
PBSK,"Poage Bankshares, Inc.",Finance,Savings Institutions
PCBK,Pacific Continental Corporation (Ore),Finance,Major Banks
PEBK,"Peoples Bancorp of North Carolina, Inc.",Finance,Major Banks
PEBO,Peoples Bancorp Inc.,Finance,Major Banks
PFBI,"Premier Financial Bancorp, Inc.",Finance,Major Banks
PFBX,Peoples Financial Corporation,Finance,Major Banks
PFIS,Peoples Financial Services Corp. ,Finance,Major Banks
PGC,Peapack-Gladstone Financial Corporation,Finance,Commercial Banks
PICO,PICO Holdings Inc.,Finance,Real Estate
PIH,"1347 Property Insurance Holdings, Inc.",Finance,Property-Casualty Insurers
PKBK,"Parke Bancorp, Inc.",Finance,Major Banks
PLBC,Plumas Bancorp,Finance,Finance Companies
PMBC,Pacific Mercantile Bancorp,Finance,Major Banks
PMTS,CPI Card Group Inc.,Finance,Finance Companies
PNBK,Patriot National Bancorp Inc.,Finance,Major Banks
PNFP,"Pinnacle Financial Partners, Inc.",Finance,Major Banks
PPBI,Pacific Premier Bancorp Inc,Finance,Major Banks
PRAA,"PRA Group, Inc.",Finance,Finance: Consumer Services
PROV,"Provident Financial Holdings, Inc.",Finance,Savings Institutions
PSTB,Park Sterling Corporation,Finance,Major Banks
PUB,People&#39;s Utah Bancorp,Finance,Major Banks
PVBC,"Provident Bancorp, Inc.",Finance,Savings Institutions
PVTB,"PrivateBancorp, Inc.",Finance,Major Banks
PVTBP,"PrivateBancorp, Inc.",Finance,Major Banks
PWOD,"Penns Woods Bancorp, Inc.",Finance,Major Banks
PYDS,"Payment Data Systems, Inc.",Finance,Investment Bankers/Brokers/Service
QCRH,"QCR Holdings, Inc.",Finance,Major Banks
QPAC,Quinpario Acquisition Corp. 2,Finance,Business Services
QPACU,Quinpario Acquisition Corp. 2,Finance,Business Services
QPACW,Quinpario Acquisition Corp. 2,Finance,Business Services
RBCAA,"Republic Bancorp, Inc.",Finance,Major Banks
RBPAA,"Royal Bancshares of Pennsylvania, Inc.",Finance,Major Banks
RNDB,"Randolph Bancorp, Inc.",Finance,Major Banks
RNST,Renasant Corporation,Finance,Major Banks
RVSB,Riverview Bancorp Inc,Finance,Savings Institutions
SAFT,"Safety Insurance Group, Inc.",Finance,Property-Casualty Insurers
SAL,"Salisbury Bancorp, Inc.",Finance,Savings Institutions
SAMG,Silvercrest Asset Management Group Inc.,Finance,Investment Managers
SASR,"Sandy Spring Bancorp, Inc.",Finance,Major Banks
SBBX,Sussex Bancorp,Finance,Major Banks
SBCF,Seacoast Banking Corporation of Florida,Finance,Major Banks
SBCP,"Sunshine Bancorp, Inc.",Finance,Savings Institutions
SBFG,"SB Financial Group, Inc.",Finance,Major Banks
SBFGP,"SB Financial Group, Inc.",Finance,Major Banks
SBNY,Signature Bank,Finance,Major Banks
SBNYW,Signature Bank,Finance,Major Banks
SBSI,"Southside Bancshares, Inc.",Finance,Major Banks
SCAC,Saban Capital Acquisition Corp.,Finance,Business Services
SCACW,Saban Capital Acquisition Corp.,Finance,Business Services
SEIC,SEI Investments Company,Finance,Investment Bankers/Brokers/Service
SFBC,"Sound Financial Bancorp, Inc.",Finance,Savings Institutions
SFBS,"ServisFirst Bancshares, Inc.",Finance,Major Banks
SFNC,Simmons First National Corporation,Finance,Major Banks
SFST,"Southern First Bancshares, Inc.",Finance,Major Banks
SHBI,Shore Bancshares Inc,Finance,Major Banks
SIEB,Siebert Financial Corp.,Finance,Investment Bankers/Brokers/Service
SIFI,"SI Financial Group, Inc.",Finance,Savings Institutions
SIGI,"Selective Insurance Group, Inc.",Finance,Property-Casualty Insurers
SIVB,SVB Financial Group,Finance,Major Banks
SIVBO,SVB Financial Group,Finance,Major Banks
SLCT,"Select Bancorp, Inc.",Finance,Major Banks
SLM,SLM Corporation,Finance,Finance: Consumer Services
SLMAP,SLM Corporation,Finance,Finance: Consumer Services
SLMBP,SLM Corporation,Finance,Finance: Consumer Services
SLVO,Credit Suisse Silver Shares Covered Call ETN,Finance,Investment Bankers/Brokers/Service
SMBC,"Southern Missouri Bancorp, Inc.",Finance,Banks
SMBK,"SmartFinancial, Inc.",Finance,Major Banks
SMMF,"Summit Financial Group, Inc.",Finance,Major Banks
SNBC,"Sun Bancorp, Inc.",Finance,Commercial Banks
SNC,"State National Companies, Inc.",Finance,Property-Casualty Insurers
SNFCA,Security National Financial Corporation,Finance,Finance: Consumer Services
SONA,"Southern National Bancorp of Virginia, Inc.",Finance,Major Banks
SRCE,1st Source Corporation,Finance,Major Banks
SSB,South State Corporation,Finance,Major Banks
SSFN,Stewardship Financial Corp,Finance,Major Banks
STBA,"S&T Bancorp, Inc.",Finance,Major Banks
STBZ,State Bank Financial Corporation.,Finance,Major Banks
STFC,State Auto Financial Corporation,Finance,Property-Casualty Insurers
STLR,Stellar Acquisition III Inc.,Finance,Business Services
STLRU,Stellar Acquisition III Inc.,Finance,Business Services
STLRW,Stellar Acquisition III Inc.,Finance,Business Services
STPP,iPath US Treasury Steepener ETN,Finance,Commercial Banks
SVBI,Severn Bancorp Inc,Finance,Major Banks
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks
TALL,Royal Bank Of Canada,Finance,Commercial Banks
TAPR,Barclays Inverse US Treasury Composite ETN,Finance,Commercial Banks
TBBK,"The Bancorp, Inc.",Finance,Major Banks
TBK,"Triumph Bancorp, Inc.",Finance,Major Banks
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIW,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBK,TriCo Bancshares,Finance,Major Banks
TCFC,The Community Financial Corporation,Finance,Major Banks
TFSL,TFS Financial Corporation,Finance,Savings Institutions
THFF,First Financial Corporation Indiana,Finance,Major Banks
TIL,Till Capital Ltd.,Finance,Property-Casualty Insurers
TINY,"Harris & Harris Group, Inc.",Finance,Finance/Investors Services
TIPT,Tiptree Inc.,Finance,Specialty Insurers
TRCB,Two River Bancorp,Finance,Major Banks
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services
TRMK,Trustmark Corporation,Finance,Major Banks
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service
TRST,TrustCo Bank Corp NY,Finance,Major Banks
TSBK,"Timberland Bancorp, Inc.",Finance,Banks
TSC,"TriState Capital Holdings, Inc.",Finance,Major Banks
TVIX,VelocityShares Daily 2x VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service
TVIZ,VelocityShares Daily 2x VIX Medium Term ETN,Finance,Investment Bankers/Brokers/Service
UBCP,"United Bancorp, Inc.",Finance,Major Banks
UBFO,United Security Bancshares,Finance,Major Banks
UBNK,"United Financial Bancorp, Inc. ",Finance,Banks
UBOH,"United Bancshares, Inc.",Finance,Major Banks
UBSH,Union Bankshares Corporation,Finance,Major Banks
UBSI,"United Bankshares, Inc.",Finance,Major Banks
UCBA,United Community Bancorp,Finance,Savings Institutions
UCBI,"United Community Banks, Inc.",Finance,Major Banks
UCFC,United Community Financial Corp.,Finance,Banks
UEPS,"Net 1 UEPS Technologies, Inc.",Finance,Investment Bankers/Brokers/Service
UFCS,"United Fire Group, Inc",Finance,Property-Casualty Insurers
UGLD,VelocityShares 3x Long Gold ETN linked to the S&P GSCI Gold In,Finance,Investment Bankers/Brokers/Service
UIHC,United Insurance Holdings Corp.,Finance,Property-Casualty Insurers
UMBF,UMB Financial Corporation,Finance,Major Banks
UMPQ,Umpqua Holdings Corporation,Finance,Savings Institutions
UNAM,Unico American Corporation,Finance,Property-Casualty Insurers
UNB,"Union Bankshares, Inc.",Finance,Major Banks
UNTY,"Unity Bancorp, Inc.",Finance,Major Banks
USLV,VelocityShares 3x Long Silver ETN linked to the S&P GSCI Silve,Finance,Investment Bankers/Brokers/Service
UVSP,Univest Corporation of Pennsylvania,Finance,Major Banks
VALU,"Value Line, Inc.",Finance,Investment Managers
VBFC,Village Bank and Trust Financial Corp.,Finance,Major Banks
VBTX,"Veritex Holdings, Inc.",Finance,Major Banks
VIIX,VelocityShares VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service
VIIZ,VelocityShares VIX Medium Term ETN,Finance,Investment Bankers/Brokers/Service
VIRT,"Virtu Financial, Inc.",Finance,Investment Bankers/Brokers/Service
VRTS,"Virtus Investment Partners, Inc.",Finance,Investment Managers
VRTSP,"Virtus Investment Partners, Inc.",Finance,Investment Managers
WABC,Westamerica Bancorporation,Finance,Major Banks
WAFD,"Washington Federal, Inc.",Finance,Major Banks
WAFDW,"Washington Federal, Inc.",Finance,Major Banks
WASH,"Washington Trust Bancorp, Inc.",Finance,Major Banks
WAYN,Wayne Savings Bancshares Inc.,Finance,Savings Institutions
WBB,"Westbury Bancorp, Inc.",Finance,Major Banks
WBKC,"Wolverine Bancorp, Inc.",Finance,Banks
WCFB,"WCF Bancorp, Inc.",Finance,Major Banks
WEBK,"Wellesley Bancorp, Inc.",Finance,Banks
WETF,"WisdomTree Investments, Inc.",Finance,Investment Bankers/Brokers/Service
WFBI,WashingtonFirst Bankshares Inc,Finance,Major Banks
WINS,Wins Finance Holdings Inc.,Finance,Finance: Consumer Services
WLTW,Willis Towers Watson Public Limited Company,Finance,Specialty Insurers
WMIH,WMIH Corp.,Finance,Finance: Consumer Services
WNEB,"Western New England Bancorp, Inc.",Finance,Savings Institutions
WRLD,World Acceptance Corporation,Finance,Finance: Consumer Services
WSBC,"WesBanco, Inc.",Finance,Major Banks
WSBF,"Waterstone Financial, Inc.",Finance,Savings Institutions
WSFS,WSFS Financial Corporation,Finance,Major Banks
WSFSL,WSFS Financial Corporation,Finance,Major Banks
WTBA,West Bancorporation,Finance,Major Banks
WTFC,Wintrust Financial Corporation,Finance,Major Banks
WTFCM,Wintrust Financial Corporation,Finance,Major Banks
WTFCW,Wintrust Financial Corporation,Finance,Major Banks
WVFC,WVS Financial Corp.,Finance,Banks
WYIG,JM Global Holding Company,Finance,Business Services
WYIGU,JM Global Holding Company,Finance,Business Services
WYIGW,JM Global Holding Company,Finance,Business Services
XBKS,"Xenith Bankshares, Inc.",Finance,Major Banks
XIV,VelocityShares Daily Inverse VIX Short Term ETN,Finance,Investment Bankers/Brokers/Service
YIN,Yintech Investment Holdings Limited,Finance,Investment Bankers/Brokers/Service
ZAIS,"ZAIS Group Holdings, Inc.",Finance,Investment Managers
ZION,Zions Bancorporation,Finance,Major Banks
ZIONW,Zions Bancorporation,Finance,Major Banks
ZIONZ,Zions Bancorporation,Finance,Major Banks
ZIV,VelocityShares Daily Inverse VIX Medium Term ETN,Finance,Investment Bankers/Brokers/Service
AAAP,Advanced Accelerator Applications S.A.,Health Care,Major Pharmaceuticals
ABEO,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals
ABEOW,Abeona Therapeutics Inc.,Health Care,Major Pharmaceuticals
ABIO,"ARCA biopharma, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
ABMD,"ABIOMED, Inc.",Health Care,Medical/Dental Instruments
ABUS,Arbutus Biopharma Corporation,Health Care,Major Pharmaceuticals
ACAD,ACADIA Pharmaceuticals Inc.,Health Care,Major Pharmaceuticals
